uniqueID,drugName,condition,review,rating,date,usefulCount
205432,Pristiq,Depression,"""I started this medication for Bulimia. It worked - partially.  From the day I took it I did not purge the entire time I was on it. I still binged though, and I gained weight. I didn't have an urge to exercise and ultimately that is why I am going off it. As well as the lack of energy, motivation and interest to exercise, that spilled over into the rest of my life. 
I lost interest in socializing, working, cleaning, cooking (very hard to just do anyways), I stopped sleeping, and after a year I didn't want to even watch tv or read. It's VERY hard to get off of and I insist people read reviews on withdrawing. It's been tough physically although I feel better mentally already. It served its purpose, but I should have gone off it after 6 months.""",7,2015-02-23,15
122119,Venlafaxine,Depression,"""Easy to use!""",10,2010-01-13,11
29025,Moexipril,High Blood Pressure,"""Works for me, don't take half like I was, you must take full pill for it to work right and also take regularly""",8,2010-06-13,3
181434,Prozac,Depression,"""It works really well my mood and depression are better. My only possible complaint is a constant upset stomach.""",8,2015-01-27,67
114133,Amlodipine,High Blood Pressure,"""I'm 25 years old and I'm taking 10mg of Norvasc and 25mg of hydrochlorothiazide and at the moment I'm not liking either of the medicines. Between stuffy nose, sore throat, increased thirst, dry mouth, severely dry skin, blurred vision, it makes me feel like its worse than having high blood pressure. My side effects are symptoms of an allergic reaction so maybe someone else might have better luck than me.""",3,2011-08-17,113
126221,Viibryd,Depression,"""I think the Viibryd is helping as I switched from 20 mg Lexapro to 10 mg Vibryd. The only thing I'm experiencing is brain zaps, or dizziness, don't really know how to put it. Only been on it for 9 days, hope it works been on so many with side effect of zero sexual function. """,6,2012-04-14,14
126037,Viibryd,Depression,"""This medicine was a disaster for me. I was doing fine on Celexa, but my primary doctor started me on Viibryd. I had crying spells and was short tempered and unpleasant. So I saw another doctor and he advised that I get off - but phasing out gradually. It took me months to get back to normal. It totally ruined a European trip I had been looking forward to during the cold long winter of 2012/13. Needless to say, I dropped this doctor.""",1,2013-09-24,25
63930,Sertraline,Depression,"""After trying several antidepressants to treat depression, anxiety, and PTSD, I found Zoloft was my preferred choice. My depressive symptoms became tolerable, but only because the Zoloft put me in a fog. I was less energetic, way less motivated, and felt like a vegetable - but I was softer and less [emotionally] abusive, so I continued for the sake of my loved ones.
I gave it a low score because the withdrawal has felt like torture. I experienced massive panic attacks, fits of anger/violence, the ""brain zaps"", muscle spasms, sexual complications, etc. On the plus side, coming out of the Zoloft ""fog"" has meant more creativity, motivation, energy, focus, and overall quality of life. I would urge others to strongly reconsider getting on Zoloft.""",2,2017-06-05,7
159426,Januvia,"Diabetes, Type 2","""Since starting taking Januvia, I have been throwing up almost every morning.  The stomach acid is so strong and now my throat is raw.   My stomach constantly churns and very nauseous.  Since taking this medicine, I have heartburn and indigestion My sleeping habits have changed, because of the constant stomach churning and it has been keeping me up.  I got tired of being sick everyday.  This is no way to live and try to enjoy life.  I have quit taking Januvia and now I feel ""normal"". My regular sleeping habits return, and stomach feels fine.""",1,2009-11-06,106
21187,Paliperidone,Depression,"""This medication after one day of use helped me become more productive and happier in myself.""",10,2009-10-15,38
209309,Nifedipine,High Blood Pressure,"""I've been on Procardia XL 60mg once daily for a few weeks and hate the side effects. It started out with simple tingling in hands, hyper active bowel sounds and some constiparion. Now I'm experiencing fast heartbeat. Although it helps to stabilize my BP, it's definitely not worth the ride effect especially the palpitations, which gets scary at times.  I plan on stopping this med and switching to something else asap!""",3,2017-05-21,9
126084,Viibryd,Depression,"""I was put on this medication one month after it's FDA approval for Major Depressive Disorder. I was told it would probably take up to 3 weeks for a noticeable difference in my mood and behavior, but I noticed a difference on day 2. I felt like I was able to have emotions and feelings again. I was not as irritable or angry, and I felt like I had more energy and confidence. When I stepped up the doses I had the GI side effects, but those have  been resolved when My body adapted. I still get restless legs occasionally at night, and when I forget to take my medicine I get really itchy, irritable, and hazy. But the good outweighs the bad. I feel great! Try it!""",10,2013-02-26,112
121920,Venlafaxine,Depression,"""I was recently put on Effexor and I have seen a huge improvement in my motivation and mental clarity. I actually want to get out of bed and do things. I actually want to work out. I don't want to eat all the time anymore. I am severely obese and now after being on it for almost 2 months I have lost about 10 lbs, and I feel great. I haven't noticed any detrimental side effects. It has actually increased my libido, too. I will post if I see any bad changes. """,10,2012-04-05,104
210584,Mirtazapine,Depression,"""I take Remeron Soltab (Mirtazapine) half an hour before bed for insomnia and depression and it has completely removed all my symptoms. Highly recommend for anyone with insomnia, depression or anxiety. It is also superbly effective for allergies and takes care of my runny and stuffed nose. It may be the strongest yet safest antihistamine for rhinitis. Sleep is good and refreshing. Not taking anything else, not needing anything else. Took me out of a really dangerous time in my life.""",10,2017-09-12,33
168950,Vilazodone,Depression,"""I have been on Viibryd for about 8 months now. In the past, I have been on Zoloft, Effexor, and Pristiq. The Pristiq seemed to work okay for a while, then it seemed to slowly stop working, so my psychiatrist recommended trying Viibryd since it has an added built-in benefit similar to Abilify's low-dose impact when administered with an anti-depressant. I think the worst part about changing medications is coming off of older antidepressants. With Viibryd, the added ""spark"" appeared during week 2 (20 mg). I have never felt better in my life. Anxiety ran high for the first couple of weeks, but that was the only side-effect and it was short-lived. Additionally, zero sexual side effects.""",9,2012-10-19,32
